gene_id	test_mean	control_mean	pval	padj	foldChange	log2FoldChange
F2RL3	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7267940197297569	6.018561484918793	2.5894187051626014
C1orf68	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
CD1D	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7504868644257929	6.018561484918793	2.5894187051626014
SLAMF8	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7504868644257929	6.018561484918793	2.5894187051626014
TMEM163	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
DHRS9	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
OTOS	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
FAM240C	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
TGM4	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
TMIE	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SOWAHB	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
GPRIN3	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7504868644257929	6.018561484918793	2.5894187051626014
GLRA3	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
OOEP	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
RFPL4B	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
MRM2	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KEL	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
MAGED4B	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
XKR4	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7504868644257929	6.018561484918793	2.5894187051626014
PKHD1L1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
AL160269.1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
OR10A2	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
TAC3	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KL	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
AQP8	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
TBC1D3I	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KRTAP4-1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
RAX	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
CFAP61	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KCNS1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
C2CD4C	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7504868644257929	6.018561484918793	2.5894187051626014
ADGRE2	0.0069605568445475635	0.001156515034695451	0.2300367464628186	0.5067295150215662	6.018561484918793	2.5894187051626014
AC008687.4	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
AC004832.3	0.0069605568445475635	0.001156515034695451	0.2300367464628186	0.5067295150215662	6.018561484918793	2.5894187051626014
Z83844.1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KCNJ6	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
UMODL1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SMPDL3B	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
C8A	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
FLG2	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
STPG4	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KLHL30	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
HTR1F	0.004640371229698376	7.710100231303007e-4	0.8746707210459658	1	6.018561484918793	2.5894187051626014
KBTBD12	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
KLB	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
UNC5C	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SLC22A2	0.0069605568445475635	0.001156515034695451	0.5743031073368345	0.916331591553488	6.018561484918793	2.5894187051626014
LEP	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
CLCN1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
GIMAP5	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
PTCHD1	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
FOXE1	0.0069605568445475635	0.001156515034695451	0.5743031073368345	0.916331591553488	6.018561484918793	2.5894187051626014
TTC16	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SLC22A11	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SLC39A12	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
NRG3	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
PITX3	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
ANP32D	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
HOXC9	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
CYSLTR2	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
RNASE7	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
C14orf39	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
GOLGA6L7	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7474379036257357	6.018561484918793	2.5894187051626014
EXD1	0.0069605568445475635	0.001156515034695451	0.2300367464628186	0.4971296215399406	6.018561484918793	2.5894187051626014
AC009163.5	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
SMIM36	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
MPO	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
ST6GALNAC2	0.004640371229698376	7.710100231303007e-4	0.41219578568752724	0.7474379036257357	6.018561484918793	2.5894187051626014
ANGPT4	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
HSH2D	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
PSG11	0.01160092807424594	0.0019275250578257518	0.0659495580724461	0.19562352760613588	6.018561484918793	2.5894187051626014
AC020915.4	0.002320185614849188	3.8550501156515033e-4	0.6977402783465365	1	6.018561484918793	2.5894187051626014
CPT1B	0.01160092807424594	0.0019275250578257518	0.0659495580724461	0.19562352760613588	6.018561484918793	2.5894187051626014
LCE2B	0.04176334106728538	0.007324595219737857	0.07749284854621656	0.2203719547095436	5.701795090975699	2.511416193161328
KLF15	0.002320185614849188	0.013107170393215111	0.15039380061737445	0.3664080708417597	0.17701651426231746	-2.498044136087738
PCP4	0.02320185614849188	0.13030069390902083	0.9999830768084874	1	0.17806394925795246	-2.4895326362322208
CPAMD8	0.002320185614849188	0.012721665381649962	0.1675060287591908	0.4006379727209118	0.18238065105814524	-2.4549754141958524
LGI4	0.02088167053364269	0.0038550501156515036	0.007488096873503686	0.03496983545558274	5.416705336426913	2.437415611717551
CLDN14	0.018561484918793503	0.003469545104086353	0.042485423687656794	0.14206493212061935	5.349832431038927	2.419493703720289
IQSEC3	0.002320185614849188	0.01233616037008481	0.6608747735569626	1	0.1880800464037123	-2.4105812948373986
MPP7	0.004640371229698376	0.02467232074016962	0.0375633307985943	0.1219554172746192	0.1880800464037123	-2.4105812948373986
TNFRSF4	0.013921113689095127	0.0026985350809560524	0.05414844314526307	0.16734582429037173	5.1587669870732515	2.3670262838261533
ZNF670-ZNF695	0.013921113689095127	0.0026985350809560524	0.05414844314526307	0.16734582429037173	5.1587669870732515	2.3670262838261533
CTRL	0.013921113689095127	0.0026985350809560524	0.05414844314526307	0.16734582429037173	5.1587669870732515	2.3670262838261533
KRT81	0.002320185614849188	0.011950655358519661	0.5119225636527274	0.8739264583133921	0.19414714467479977	-2.364777605224274
PTPRD	0.004640371229698376	0.023901310717039322	0.07196509890072372	0.20302508788852638	0.19414714467479977	-2.364777605224274
ACP7	0.01160092807424594	0.002313030069390902	0.0659495580724461	0.20356200411756514	5.015467904098994	2.3263842993288075
KLRF1	0.01160092807424594	0.002313030069390902	0.10209750805909662	0.26439160451644506	5.015467904098994	2.3263842993288075
PDK4	0.01160092807424594	0.002313030069390902	0.10209750805909662	0.27561659099166974	5.015467904098994	2.3263842993288075
SGCZ	0.002320185614849188	0.01156515034695451	0.6867627844675391	1	0.2006187161639598	-2.3174718904459173
TNK1	0.002320185614849188	0.01156515034695451	0.22928268348571276	0.4965005563886486	0.2006187161639598	-2.3174718904459173
AKR7A3	0.002320185614849188	0.01117964533538936	0.25370436851855827	0.5565605918721875	0.20753660292823425	-2.268562289964971
SLC26A10	0.002320185614849188	0.01117964533538936	0.25370436851855827	0.5258576504950859	0.20753660292823425	-2.268562289964971
ITGB2	0.002320185614849188	0.01117964533538936	0.25370436851855827	0.542732999527537	0.20753660292823425	-2.268562289964971
XPNPEP2	0.002320185614849188	0.01117964533538936	0.9228145783442835	1	0.20753660292823425	-2.268562289964971
CALY	0.002320185614849188	0.01117964533538936	0.6405007377506517	0.9751470333034977	0.20753660292823425	-2.268562289964971
PITPNM3	0.002320185614849188	0.01117964533538936	0.9228145783442835	1	0.20753660292823425	-2.268562289964971
RTEL1-TNFRSF6B	0.009280742459396751	0.0019275250578257518	0.18860695793943771	0.45215345543137825	4.814849187935034	2.267490610275239
FAM169B	0.009280742459396751	0.0019275250578257518	0.18860695793943771	0.4376825138482291	4.814849187935034	2.267490610275239
CNTF	0.009280742459396751	0.0019275250578257518	0.18860695793943771	0.42904641439319574	4.814849187935034	2.267490610275239
AC009070.1	0.009280742459396751	0.0019275250578257518	0.18860695793943771	0.42904641439319574	4.814849187935034	2.267490610275239
WDR86	0.002320185614849188	0.01079414032382421	0.855096686569025	1	0.2149486244613855	-2.2179362168950028
COL21A1	0.002320185614849188	0.01079414032382421	0.9638509206509073	1	0.2149486244613855	-2.2179362168950028
HS3ST2	0.060324825986078884	0.013107170393215111	1.7098599611015804e-8	3.3651672472537294e-7	4.6024293708202535	2.202395582053354
STPG2	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.6745660787964672	4.513921113689095	2.1743812058837575
FGF16	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.6745660787964672	4.513921113689095	2.1743812058837575
SLITRK5	0.013921113689095127	0.0030840400925212026	0.14536288277727938	0.36971371970368966	4.513921113689095	2.1743812058837575
SPNS2	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.632979049459967	4.513921113689095	2.1743812058837575
COL23A1	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.6583883824985104	4.513921113689095	2.1743812058837575
KLHL4	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.6583883824985104	4.513921113689095	2.1743812058837575
PTK6	0.0069605568445475635	0.0015420200462606013	0.33785429061424804	0.6583883824985104	4.513921113689095	2.1743812058837575
DGKB	0.0069605568445475635	0.0015420200462606013	0.9889416639614955	1	4.513921113689095	2.1743812058837575
BCAN	0.002320185614849188	0.01040863531225906	0.7270423920766902	1	0.22290968462662195	-2.1654687970008673
FREM3	0.002320185614849188	0.01040863531225906	0.4657802041055944	0.790173365113484	0.22290968462662195	-2.1654687970008673
DOC2A	0.002320185614849188	0.01040863531225906	0.30882971454044944	0.6201007908418061	0.22290968462662195	-2.1654687970008673
SOX8	0.002320185614849188	0.01040863531225906	0.7270423920766902	1	0.22290968462662195	-2.1654687970008673
ACAN	0.002320185614849188	0.010023130300693909	0.5955708255295059	0.935218169420003	0.2314831340353382	-2.1110210129784908
COL11A1	0.004640371229698376	0.020046260601387818	0.38821201352755386	0.721114719959272	0.2314831340353382	-2.1110210129784908
ZIC4	0.01160092807424594	0.0026985350809560524	0.6519877895281924	1	4.29897248922771	2.10399187799236
HPD	0.0069605568445475635	0.029683885890516577	0.5214396162682484	0.8589517473243008	0.2344894085033296	-2.092405334811144
PCDHB6	0.002320185614849188	0.00963762528912876	0.4079606203245903	0.7435788633353362	0.2407424593967517	-2.0544374846121234
CRLF1	0.013921113689095127	0.057440246723207404	0.023842749516885527	0.08726150664638707	0.24235818060075676	-2.044787314578404
TNFSF18	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9314716677503755	4.012374323279196	2.0044562044414453
AC017083.3	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9314716677503755	4.012374323279196	2.0044562044414453
SNCB	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9314716677503755	4.012374323279196	2.0044562044414453
TRPM6	0.013921113689095127	0.003469545104086353	0.11161970677981237	0.3043035937473381	4.012374323279196	2.0044562044414453
GPR26	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9314716677503755	4.012374323279196	2.0044562044414453
PRR4	0.009280742459396751	0.002313030069390902	0.2624608097298751	0.5667453117103312	4.012374323279196	2.0044562044414453
CMTM2	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9314716677503755	4.012374323279196	2.0044562044414453
MYBPHL	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.912760108986699	4.012374323279196	2.0044562044414453
HOXD8	0.004640371229698376	0.001156515034695451	0.41219578568752724	0.7267940197297569	4.012374323279196	2.0044562044414453
SPHKAP	0.004640371229698376	0.001156515034695451	0.9559938804480714	1	4.012374323279196	2.0044562044414453
TIGIT	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.912760108986699	4.012374323279196	2.0044562044414453
C7orf57	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.912760108986699	4.012374323279196	2.0044562044414453
AKAP3	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.912760108986699	4.012374323279196	2.0044562044414453
TMEM179	0.009280742459396751	0.002313030069390902	0.5546222466390639	0.8933179054400823	4.012374323279196	2.0044562044414453
ARHGAP45	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.912760108986699	4.012374323279196	2.0044562044414453
CTRC	0.004640371229698376	0.001156515034695451	0.5743031073368345	0.9242970181554273	4.012374323279196	2.0044562044414453
